email,phone,first_name,last_name,company,country,customer_type,customer_subtype,geography,engagement_level,consent_status,consent_source,priority,source,tags,category,source_file
onthelambknits@gmail.com,+18175276177,On The Lamb Yarn Shoppe,,On The Lamb Yarn Shoppe,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
carla@quixoticfibers.com,+19035643740,Carla,,Quixotic Fibers,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
rainy@stringsandthingsyarn.com,+14092255185,Strings & Things,,Strings & Things,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@texasartasylum.com,+17132245220,Texas Art Asylum,,Texas Art Asylum,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
sales@thebuffalowoolco.com,+18179054584,The Buffalo Wool Co.,,The Buffalo Wool Co.,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
laura@thecottonmillyarns.com,+18177898036,Laura,,The Cotton Mill Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
themodernskein@gmail.com,+19364363615,The Modern Skein,,The Modern Skein,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
jonathan@presleydesignstudio.com,+15124516931,Jonathan,,The Needle Works,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
thesocialknitworkots@gmail.com,+12816304144,The Social Knitwork,,The Social Knitwork,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
support@unraveledsa.com,+12102514451,Unraveled-The Chic Yarn Boutique,,Unraveled-The Chic Yarn Boutique,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@west7thwool.com,+18177315044,West 7th Wool,,West 7th Wool,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
stacy@yarnandyou.com,+19725677656,Stacy,,Yarn and You,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
dorsee@yarnstoreboutique.com,+12814303770,Yarn Store Boutique,,Yarn Store Boutique,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
store@yarnbow.com,+15127771703,Yarnbow,,Yarnbow,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarnivoresa@gmail.com,+12109798255,Yarnivore,,Yarnivore,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
contact@nsteekjelos.nl,+31715122945,'n Steekje Los,,'n Steekje Los,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@carosatelier.nl,+31365255680,Caro's Atelier,,Caro's Atelier,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@corasknitknacks.nl,,Cora's Knit Knacks,,Cora's Knit Knacks,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback",yarn_store_lead,International Yarn Store.xlsx
info@afstap.nlkvk,+31206231445,De Afstap,,De Afstap,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@hooksandyarn.com,+31203318928,Hooks and Yarn,,Hooks and Yarn,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@iwoolly.nl,+31302272603,iWoolly,,iWoolly,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@breien-en-zo.nl,+31627016776,Knitting and So,,Knitting and So,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
vragen@knottenwol.nl,+31152023637,Knotten,,Knotten,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
support@jouwweb.nl,+31624332291,Marianne's Brei- en Haakboetiek,,Marianne's Brei- en Haakboetiek,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
janet@modilaine.nl,+31302328911,Janet,,Modilaine,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@rebelwithatwist.nl,+31645993427,Rebel with a Twist,,Rebel with a Twist,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@rechtesteek.nl,+31235383033,Rechte Steek,,Rechte Steek,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@ribbels.nl,+31715121184,Ribbels,,Ribbels,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
webshop@stickscups.com,+31615236252,Sticks & Cups,,Sticks & Cups,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
help@studio-koekoek.com,,Studio Koekoek,,Studio Koekoek,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback",yarn_store_lead,International Yarn Store.xlsx
contact@theplyground.com,+31639580892,The Plyground,,The Plyground,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@wolenwonder.nl,+31614974464,Wol en Wonder,,Wol en Wonder,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
linda@wollihakenenmeer.nl,+31611054712,Linda,,Wolli haken en meer,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@wollyhood.nl,+31682430428,Wollyhood,,Wollyhood,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
klantenservice@wolplein.nl,+31418721313,Wolplein.nl | All for Knit & Crochet,,Wolplein.nl | All for Knit & Crochet,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@zaansgeluk.nl,+31756124024,Wolwinkel Zaans Happiness,,Wolwinkel Zaans Happiness,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hobbydoityourself@gmail.com,+31643214197,www.hobbydoityourself.nl,,www.hobbydoityourself.nl,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@yarncottage.nl,+31654265126,YarnCottageNL,,YarnCottageNL,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hello@yarnhugs.nl,+31650846849,Yarnhugs,,Yarnhugs,Netherlands,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"netherlands,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@alikelyyarn.com,+12766282143,A Likely Yarn,,A Likely Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
backstitches@jetbroadband.com,+14343850185,Backstitches Yarn Shop,,Backstitches Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
sebastian@aldusleaf.org,+12404720777,Brazen Sheep,,Brazen Sheep,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
centeroftheyarniverse@gmail.com,+18043627800,Center Of The Yarniverse,,Center Of The Yarniverse,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
kathy@checkmatefarm.com,+15404544898,Kathy,,Checkmate Farm,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
shop@danceswithwoolrva.com,+18045945849,Dances With Wool,,Dances With Wool,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@ewefibers.com,+14344099095,EWE fine fiber goods,,EWE fine fiber goods,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
finnegansrunlys@gmail.com,+15403730670,Finnegan's Run Yarn & Gifts,,Finnegan's Run Yarn & Gifts,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knitwityarnshop@gmail.com,+15408255648,Knit Wit Yarn Shop,,Knit Wit Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@magpieknits.com,+14342964625,Magpie Knits,,Magpie Knits,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@patchworkplusva.com,+15408792505,Patchwork Plus,,Patchwork Plus,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
rivercityknittersrva@gmail.com,+18043561954,River City Knitters,,River City Knitters,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
user@example.com,+17036081177,Shenandoah Fiber,,Shenandoah Fiber,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
susansyarnstash@gmail.com,+15404718222,Susan's Yarn Stash,,Susan's Yarn Stash,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
stitchwitchofbedford@gmail.com,+15408740102,The Stitch Witch - Yarn Store,,The Stitch Witch - Yarn Store,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
vablueridgeyarncrawl@gmail.com,+15409448221,Virginia Blue Ridge Yarn Crawl,,Virginia Blue Ridge Yarn Crawl,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarnseasons@gmail.com,+15404201289,Yarn Seasons,,Yarn Seasons,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarnability@yarnability.com,+13048768081,Karen,Frail,Yarnability,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,has_full_name,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarntuary@gmail.com,,Yarntuary,,Yarntuary,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback",yarn_store_lead,International Yarn Store.xlsx
coupons@email.coupons.com,+13346030230,Dollar General,,Dollar General,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
fiberartwork@gmail.com,+12566560163,Fiber ArtWork,,Fiber ArtWork,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@heartsonfiber.com,+17047659253,Hearts on Fiber,,Hearts on Fiber,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
osuzannahyarn@yahoo.com,+18284303300,OSuzannah's Yarn on Union,,OSuzannah's Yarn on Union,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@theyarnwinder.com,+16784250784,The Yarn Winder,,The Yarn Winder,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info.yarnsetc@gmail.com,+19199288810,Yarns Etc,,Yarns Etc,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@artexknit.com,+18564562800,Artex Knitting Mills Inc,,Artex Knitting Mills Inc,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
beadadyxyarn@gmail.com,+18563085118,Bead Adyx Yarn and More - ONLINE STORE,,Bead Adyx Yarn and More - ONLINE STORE,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
beyondyarn@beyondyarnunion.com,+19086889001,Beyond Yarn,,Beyond Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@biscotte.org,+15516559973,Biscotte Yarns Knitting Store,,Biscotte Yarns Knitting Store,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
karen@doeweknit.com,+19085803955,Karen,,Do Ewe Knit?,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@enchantedfiber.com,,Enchanted Fiber,,Enchanted Fiber,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback",yarn_store_lead,International Yarn Store.xlsx
fiberarts315@gmail.com,+16098988080,Fiber Arts Yarn Shop,,Fiber Arts Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
graceandpurl@gmail.com,+17329638719,Grace & Purl,,Grace & Purl,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
danique@hookednj.com,+18564280110,Hooked Fine Yarn Boutique,,Hooked Fine Yarn Boutique,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hello@knitcrochetrepeat.com,+16097010151,Knit Crochet Repeat,,Knit Crochet Repeat,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knitknotnatter@gmail.com,+19732486522,Knit Knot & Natter,,Knit Knot & Natter,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knitonestitchtoo@gmail.com,+16097372211,Knit One Stitch Too,,Knit One Stitch Too,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
team@latofonts.com,+16099028821,"Slip Stitch Avenue, LLC",,"Slip Stitch Avenue, LLC",USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@thebluepurl.com,+19733775648,The Blue Purl,,The Blue Purl,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
hello@thecreativeknot.com,+17328206676,The Creative Knot,,The Creative Knot,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
spinnery@aol.com,+19089969004,The Spinnery,,The Spinnery,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@woolandgrace.com,+19082771431,Wool & Grace,,Wool & Grace,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarnstormers.cranford@gmail.com,+19083084082,YarnStormers,,YarnStormers,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
staff@michiganfiberfestival.info,+12699036883,Baker Allegan Studios Fiber Arts Studio and Old Mill Yarn,,Baker Allegan Studios Fiber Arts Studio and Old Mill Yarn,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
typesetit@att.net,+18109530089,Beyond the Rainforest Yarn Shop,,Beyond the Rainforest Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
sales@countryneedleworks.net,+16164579410,Country Needleworks Inc,,Country Needleworks Inc,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
amy@ewe-niqueknits.com,+12485843001,Amy,,Ewe-Nique Knits,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
melissa@farmtoneedle.com,+12313834065,Melissa,,Farm to Needle Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knitpickyandhooked@gmail.com,+17347901471,Knit-Picky & Hooked,,Knit-Picky & Hooked,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
knottyfunyarn@gmail.com,+15172014795,Knotty Fun Yarn LLC,,Knotty Fun Yarn LLC,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@thebearandfoxyarnden.com,+12312719276,Leelanau Fiber,,Leelanau Fiber,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@lostartyarn.com,+12319411263,Lost Art Yarn & Needlepoint Shoppe,,Lost Art Yarn & Needlepoint Shoppe,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
support@michiganfineyarns.com,+17344622801,Michigan Fine Yarns,,Michigan Fine Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
ninfo@plumtreeyarnshop.com,+17349997859,Plum Tree Yarn Shop,,Plum Tree Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
kristin@littleyarnshoppe.com,+19892748571,Kristin,,The Little Yarn Shoppe,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
threadbenderinc@msn.com,+16165316641,Threadbender Yarn Shop,,Threadbender Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
thebuzz@woolandhoney.com,+12312282800,Wool and Honey,,Wool and Honey,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@woollyandco.com,+12484804354,Woolly & Co.,,Woolly & Co.,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarngardenmi@gmail.com,+15175419323,Yarn Garden,,Yarn Garden,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
yarnonfront@gmail.com,+12694629094,Yarn on Front,,Yarn on Front,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
bobbyperdana48@gmail.com,,A Tangled Yarn Shop,,A Tangled Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback",yarn_store_lead,International Yarn Store.xlsx
xxx@xxx.xxx,+19106923528,Bella Filati Yarns,,Bella Filati Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
chixwithstixnc@gmail.com,+18287580081,Chix with Stix Yarn Shop,,Chix with Stix Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
rebecca@sundragonartandfiber.com,+12525484801,Rebecca,,"Coastal Purl, LLC",USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@fearlessfibers.com,,Nancy,,"Fearless Fibers, LLC",USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact",yarn_store_lead,International Yarn Store.xlsx
lisa@friendsandfiberworks.com,+18286332500,Lisa,,Friends & Fiberworks Yarn Shop,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
info@gatecityyarns.com,+13362686821,Gate City Yarns,,Gate City Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
pam@greatyarns.net,+19198323599,Pam,,Great Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,named_contact,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
customerservice@hickoryyarns.com,+18283221550,Hickory Yarns,,Hickory Yarns,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
glen@oakcityfibers.com,+19193018994,Oak City Fibers Yarn Store,,Oak City Fibers Yarn Store,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
purl@purlsyarnemporium.com,+18282532750,Purl's Yarn Emporium,,Purl's Yarn Emporium,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
cworley@shufordyarns.com,+18283244265,Shuford Yarns LLC,,Shuford Yarns LLC,USA,yarn_store,retail_store,international,new,pending,yarn_store_directory,medium,yarn_store_directory,"usa,name_fallback,whatsapp_ready",yarn_store_lead,International Yarn Store.xlsx
